item,avg_rating,rank,rating_sd,number_ratings,character
ludicrous (not sensible),85.1,52,19.2,408,Bart Simpson
spicy (not mild),85.1,151,16.6,363,Bart Simpson
whimsical (not rational),85,69,18.2,381,Bart Simpson
indulgent (not sober),85,104,20.1,390,Bart Simpson
insulting (not complimentary),84.8,101,17.2,97,Bart Simpson
expressive (not monotone),84.8,179,22.1,41,Bart Simpson
creative (not conventional),84.7,112,19,451,Bart Simpson
arrogant (not humble),84.6,243,16.7,467,Bart Simpson
explorer (not builder),84.6,59,16.4,382,Bart Simpson
cannibal (not vegan),84.5,88,16.7,51,Bart Simpson
gregarious (not private),84.4,52,18.1,373,Bart Simpson
physical (not intellectual),84.3,65,18.2,397,Bart Simpson
backdoor (not official),84.3,80,23.7,366,Bart Simpson
anarchist (not statist),84.2,58,20.7,174,Bart Simpson
rugged (not refined),83.9,93,15.1,424,Bart Simpson
demonic (not angelic),83.9,124,14.4,431,Bart Simpson
comedic (not dramatic),83.8,24,18.7,80,Bart Simpson
barbaric (not civilized),83.6,43,16,418,Bart Simpson
exaggerating (not factual),83.6,148,18.2,64,Bart Simpson
disreputable (not prestigious),83.4,40,21.2,351,Bart Simpson
street-smart (not sheltered),83.4,269,19.1,302,Bart Simpson
ferocious (not pacifist),83.3,238,18.4,458,Bart Simpson
masculine (not feminine),83,400,16.3,436,Bart Simpson
scruffy (not manicured),83,125,17.5,379,Bart Simpson
flamboyant (not modest),82.9,154,19.7,420,Bart Simpson
social (not reclusive),82.8,168,20.9,227,Bart Simpson
epic (not deep),82.8,22,19.3,50,Bart Simpson
bad boy (not white knight),82.6,124,20.3,52,Bart Simpson
radical (not centrist),82.5,58,18.3,36,Bart Simpson
unpolished (not eloquent),82.4,64,21,313,Bart Simpson
loose (not tight),82.2,61,24.7,62,Bart Simpson
lewd (not tasteful),82.1,48,20.8,422,Bart Simpson
modern (not historical),82.1,103,19.9,287,Bart Simpson
🏀 (not 🎨),82.1,150,23.1,63,Bart Simpson
entitled (not grateful),82.1,227,21.3,51,Bart Simpson
decisive (not hesitant),82.1,303,21.7,409,Bart Simpson
opinionated (not neutral),81.9,541,24.6,71,Bart Simpson
assertive (not passive),81.9,376,23.6,389,Bart Simpson
🤺 (not 🏌),81.9,294,25.4,142,Bart Simpson
self-destructive (not self-improving),81.7,142,24,58,Bart Simpson
whippersnapper (not sage),81.7,24,25.3,61,Bart Simpson
unorthodox (not traditional),81.6,230,21.9,96,Bart Simpson
orange (not purple),81.4,50,20.9,360,Bart Simpson
selfish (not altruistic),81,226,18.6,416,Bart Simpson
dominant (not submissive),80.8,487,20.9,428,Bart Simpson
flexible (not rigid),80.8,55,22,383,Bart Simpson
individualist (not communal),80.8,225,25.8,92,Bart Simpson
receiving (not giving),80.5,162,22.9,50,Bart Simpson
gendered (not androgynous),80.4,577,24.4,170,Bart Simpson
relaxed (not tense),80.3,43,23.2,430,Bart Simpson
vengeful (not forgiving),80.3,303,19.3,423,Bart Simpson
conspiracist (not sheeple),80.3,195,20.7,283,Bart Simpson
quarrelsome (not warm),80.2,263,22.2,420,Bart Simpson
charismatic (not uninspiring),80.2,463,23.5,366,Bart Simpson
punk rock (not preppy),80.2,198,26.8,56,Bart Simpson
foolish (not wise),80.1,109,19.9,432,Bart Simpson
charming (not trusting),80,122,16.2,391,Bart Simpson
😀 (not 😭),80,102,22.5,166,Bart Simpson
vibrant (not geriatric),79.8,306,30.1,50,Bart Simpson
bad-cook (not good-cook),79.7,98,23.2,49,Bart Simpson
underachiever (not overachiever),79.6,35,28.9,68,Bart Simpson
fast-talking (not slow-talking),79.5,232,20.7,49,Bart Simpson
ironic (not profound),79.5,29,21.8,60,Bart Simpson
imaginative (not practical),79.3,139,25.1,388,Bart Simpson
lazy (not diligent),79.3,28,22.4,448,Bart Simpson
lowbrow (not highbrow),79.1,24,24.5,360,Bart Simpson
poisonous (not nurturing),78.8,229,18.8,154,Bart Simpson
spelunker (not claustrophobic),78.8,79,24.2,39,Bart Simpson
unprepared (not hoarder),78.7,30,25.1,296,Bart Simpson
artistic (not scientific),78.5,225,18.3,403,Bart Simpson
zany (not regular),78.5,250,23.4,118,Bart Simpson
perverted (not clean),78.5,141,18.2,57,Bart Simpson
bossy (not meek),78.4,557,22,399,Bart Simpson
debased (not pure),78.4,228,22.8,419,Bart Simpson
emancipated (not enslaved),78.2,237,21.8,367,Bart Simpson
independent (not codependent),78.1,414,27.4,383,Bart Simpson
fearmongering (not reassuring),78.1,184,26.8,47,Bart Simpson
skeptical (not spiritual),77.8,415,22.6,441,Bart Simpson
child free (not pronatalist),77.8,227,27.7,283,Bart Simpson
cheery (not sorrowful),77.7,162,21.3,440,Bart Simpson
confident (not insecure),77.7,487,24.7,453,Bart Simpson
natural-talent (not hard-work),77.5,46,24.5,74,Bart Simpson
self-assured (not self-conscious),77.4,325,25.5,404,Bart Simpson
English (not German),77.4,472,27.1,48,Bart Simpson
night owl (not morning lark),77.3,358,22.6,264,Bart Simpson
real (not philosophical),77.3,176,24.4,264,Bart Simpson
ignorant (not knowledgeable),77.3,84,28.1,49,Bart Simpson
hunter (not gatherer),77.2,355,23.1,64,Bart Simpson
leisurely (not hurried),77.1,96,27.9,406,Bart Simpson
badass (not weakass),76.8,744,25.4,49,Bart Simpson
atheist (not theist),76.8,253,26.7,81,Bart Simpson
frenzied (not sleepy),76.7,434,28.7,46,Bart Simpson
💪 (not 🧠),76.7,131,24,177,Bart Simpson
muddy (not washed),76.7,110,21.4,46,Bart Simpson
🐐 (not 🦒),76.6,94,27,189,Bart Simpson
vain (not demure),76.5,265,21.5,362,Bart Simpson
important (not irrelevant),76.3,843,26,202,Bart Simpson
😏 (not 😬),76.2,249,27.3,132,Bart Simpson
alpha (not beta),76,567,23.9,372,Bart Simpson
blue-collar (not ivory-tower),75.9,229,27.3,379,Bart Simpson
good-humored (not angry),75.8,360,22,384,Bart Simpson
salacious (not wholesome),75.8,252,25.6,128,Bart Simpson
jaded (not innocent),75.4,527,24.7,42,Bart Simpson
fast (not slow),75.3,519,26.3,389,Bart Simpson
urban (not rural),75.3,452,26.9,206,Bart Simpson
emotional (not logical),75.1,331,24.9,416,Bart Simpson
straight (not queer),75,668,25.7,155,Bart Simpson
gossiping (not confidential),74.8,214,25.9,416,Bart Simpson
suspicious (not trusting),74.7,399,24.9,409,Bart Simpson
head@clouds (not down2earth),74.6,265,27.5,416,Bart Simpson
cool (not dorky),74.5,367,26.3,113,Bart Simpson
ambitious (not realistic),74.5,393,27.2,50,Bart Simpson
fighter (not lover),74.5,277,22.8,58,Bart Simpson
moody (not stable),74.3,539,23.4,445,Bart Simpson
🚴 (not 🏋️‍♂️),74.3,527,26.5,121,Bart Simpson
overspender (not penny-pincher),74.2,218,27,212,Bart Simpson
curious (not apathetic),73.9,464,28.8,427,Bart Simpson
active (not slothful),73.9,937,26.9,376,Bart Simpson
suspicious (not awkward),73.8,456,23.5,411,Bart Simpson
🤡 (not 👽),73.8,124,29.8,120,Bart Simpson
deranged (not reasonable),73.7,278,25,141,Bart Simpson
extraordinary (not mundane),73.6,599,25.3,371,Bart Simpson
intimate (not formal),73.6,242,21.5,187,Bart Simpson
pack rat (not minimalist),73.3,127,26.5,93,Bart Simpson
captain (not first-mate),73.2,490,30.7,362,Bart Simpson
dramatic (not no-nonsense),73.2,362,28.4,163,Bart Simpson
exhibitionist (not bashful),73.2,378,32,58,Bart Simpson
resourceful (not helpless),72.9,992,28.3,95,Bart Simpson
not introspective (not introspective),72.7,92,28.5,170,Bart Simpson
astonishing (not methodical),72.6,137,27.7,382,Bart Simpson
money-focused (not love-focused),72.6,252,27.6,49,Bart Simpson
stingy (not generous),72.5,267,23.4,59,Bart Simpson
worldly (not innocent),72.4,703,25.3,416,Bart Simpson
desperate (not high standards),72.4,185,23.5,74,Bart Simpson
lavish (not frugal),72.3,336,26.4,349,Bart Simpson
jock (not nerd),72.2,336,23.4,424,Bart Simpson
sexist (not feminist),72,247,24.2,180,Bart Simpson
happy (not sad),71.7,211,22.7,357,Bart Simpson
crazy (not sane),71.7,391,25,120,Bart Simpson
sunny (not gloomy),71.6,372,26,58,Bart Simpson
multicolored (not monochrome),71.3,316,28.3,86,Bart Simpson
random (not pointed),71.3,145,32.7,52,Bart Simpson
rustic (not cultured),71.3,181,32.6,41,Bart Simpson
cheesy (not chic),71.3,352,25.6,47,Bart Simpson
lustful (not chaste),71,450,24.4,384,Bart Simpson
always down (not picky),70.9,91,31.3,32,Bart Simpson
lost (not enlightened),70.9,312,29.2,55,Bart Simpson
blacksmith (not tailor),70.8,270,26.2,38,Bart Simpson
folksy (not presidential),70.6,332,28.3,42,Bart Simpson
nonpolitical (not political),70.6,165,31.3,373,Bart Simpson
proletariat (not bourgeoisie),70.5,312,31.4,344,Bart Simpson
trendy (not vintage),70.5,154,25.7,45,Bart Simpson
👻 (not 🤖),70.4,295,33.1,107,Bart Simpson
machiavellian (not transparent),70.4,373,29.8,49,Bart Simpson
kinky (not vanilla),70.4,405,24.8,373,Bart Simpson
efficient (not overprepared),70.4,420,27.3,55,Bart Simpson
moist (not dry),70.1,210,29,39,Bart Simpson
avant-garde (not classical),70,227,25.6,91,Bart Simpson
charming (not awkward),69.5,678,26,426,Bart Simpson
hedonist (not monastic),69.5,292,31,82,Bart Simpson
fantastical (not realistic),69.5,366,29.8,60,Bart Simpson
psychopath (not empath),69.4,349,26.2,58,Bart Simpson
liberal (not conservative),69.4,571,31.2,132,Bart Simpson
city-slicker (not country-bumpkin),69.1,815,28.6,132,Bart Simpson
involved (not remote),68.5,784,29.7,345,Bart Simpson
🥳 (not 🥴),68.5,231,33.6,137,Bart Simpson
unfixable (not fixable),68.3,254,30.1,53,Bart Simpson
oxymoron (not tautology),68.3,138,22.8,27,Bart Simpson
oblivious (not alert),68.2,231,27.6,114,Bart Simpson
interesting (not tiresome),68.1,841,28.3,333,Bart Simpson
disarming (not creepy),68,853,23.5,150,Bart Simpson
biased (not impartial),67.7,697,29,368,Bart Simpson
abstract (not concrete),67.6,281,29,121,Bart Simpson
rough (not smooth),67.6,420,29,369,Bart Simpson
off-key (not musical),67.5,374,32.4,62,Bart Simpson
circular (not linear),67.4,204,33.1,45,Bart Simpson
chill (not offended),67.3,282,30.4,65,Bart Simpson
🙃 (not 🥰),67.2,385,31.2,197,Bart Simpson
cruel (not kind),67.1,293,21.4,434,Bart Simpson
narcissistic (not low self esteem),67.1,612,31.2,56,Bart Simpson
unmotivated (not motivated),67.1,58,33.2,41,Bart Simpson
healthy (not sickly),67,937,29.7,375,Bart Simpson
poor (not rich),66.9,390,20,366,Bart Simpson
nihilist (not existentialist),66.8,107,32.6,89,Bart Simpson
flirtatious (not prudish),66.8,603,25.4,53,Bart Simpson
weird (not normal),66.7,665,23.3,454,Bart Simpson
straightforward (not cryptic),66.5,752,31.6,386,Bart Simpson
unambiguous (not mysterious),66.4,514,30.6,400,Bart Simpson
contrarian (not yes-man),66.4,634,37.5,49,Bart Simpson
western (not eastern),66.3,584,35.2,155,Bart Simpson
vague (not precise),66.2,169,28.3,268,Bart Simpson
forward-thinking (not stuck-in-the-past),66.2,485,28.4,43,Bart Simpson
villainous (not heroic),66.1,288,23.9,403,Bart Simpson
outsider (not insider),66,459,31.1,324,Bart Simpson
pro (not noob),65.9,1073,33.5,150,Bart Simpson
🐷 (not 🐮),65.9,210,32.3,160,Bart Simpson
direct (not roundabout),65.8,909,33,356,Bart Simpson
believable (not poorly-written),65.7,1364,26.1,51,Bart Simpson
traumatized (not flourishing),65.5,807,29.5,56,Bart Simpson
privileged (not oppressed),65.5,898,25.4,62,Bart Simpson
unfaithful (not devoted),65.4,137,30.8,39,Bart Simpson
hard (not soft),65.4,681,25,355,Bart Simpson
genocidal (not not genocidal),65.4,268,32.3,37,Bart Simpson
🧗 (not 🛌),65.3,829,34.5,210,Bart Simpson
never cries (not often crying),65.1,710,28.2,52,Bart Simpson
traitorous (not loyal),65,244,26.5,403,Bart Simpson
variable (not consistent),65,272,33.1,58,Bart Simpson
shallow (not deep),64.9,288,29.2,154,Bart Simpson
common sense (not analysis),64.9,200,33.9,44,Bart Simpson
bright (not depressed),64.8,502,25.9,379,Bart Simpson
distant (not touchy-feely),64.8,656,30.9,47,Bart Simpson
libertarian (not socialist),64.7,317,33.3,339,Bart Simpson
Coke (not Pepsi),64.7,214,33.1,64,Bart Simpson
🐀 (not 🐘),64.5,393,31.9,191,Bart Simpson
incompetent (not competent),64.3,173,29.4,375,Bart Simpson
rhythmic (not stuttering),64.2,1039,32.7,55,Bart Simpson
opinionated (not jealous),64.2,1083,34,43,Bart Simpson
stinky (not fresh),64,305,31,214,Bart Simpson
masochistic (not pain-avoidant),64,393,34.3,51,Bart Simpson
jealous (not compersive),63.7,545,26.4,293,Bart Simpson
hard (not soft),63.7,721,27.9,100,Bart Simpson
armoured (not vulnerable),63.6,842,27.7,390,Bart Simpson
open (not guarded),63.5,230,30.3,400,Bart Simpson
naive (not paranoid),63.4,295,31.2,48,Bart Simpson
dunce (not genius),63.3,259,27.5,435,Bart Simpson
thick-skinned (not sensitive),63.2,629,27.7,368,Bart Simpson
open-minded (not close-minded),63.2,797,27.8,400,Bart Simpson
family-first (not work-first),63.1,683,27,399,Bart Simpson
hypocritical (not equitable),63,495,29.6,119,Bart Simpson
joyful (not miserable),63,436,28.9,123,Bart Simpson
slovenly (not stylish),62.8,371,27.8,371,Bart Simpson
rap (not rock),62.6,109,32.6,54,Bart Simpson
unpatriotic (not patriotic),62.5,186,32.2,90,Bart Simpson
empirical (not theoretical),62.4,449,32.4,412,Bart Simpson
low IQ (not high IQ),62.4,167,28,340,Bart Simpson
quirky (not predictable),62.2,587,30.6,41,Bart Simpson
animalistic (not human),61.9,275,28.2,405,Bart Simpson
chosen one (not everyman),61.9,694,28.8,46,Bart Simpson
pop (not indie),61.7,309,34.4,36,Bart Simpson
fortunate (not unlucky),61.6,486,30,432,Bart Simpson
aloof (not obsessed),61.6,125,31.5,356,Bart Simpson
subjective (not objective),61.6,416,35,76,Bart Simpson
open-book (not secretive),60.9,400,33.2,66,Bart Simpson
haunted (not blissful),60.7,1060,30.7,47,Bart Simpson
technophile (not luddite),60.6,532,28.5,295,Bart Simpson
literal (not metaphorical),60.5,868,32.8,338,Bart Simpson
bitter (not sweet),60.5,687,24.3,349,Bart Simpson
Russian (not French),60.4,377,32.1,42,Bart Simpson
demanding (not unchallenging),60.4,1314,36,51,Bart Simpson
Roman (not Greek),60.2,467,30.6,35,Bart Simpson
idealist (not realist),60.1,618,34.6,122,Bart Simpson
bored (not interested),60.1,183,36.1,59,Bart Simpson
cynical (not gullible),60.1,987,30.3,37,Bart Simpson
optimistic (not pessimistic),60,685,30.9,356,Bart Simpson
thick (not thin),60,494,23.5,299,Bart Simpson
freak (not normie),59.8,799,27.1,70,Bart Simpson
prideful (not envious),59.7,1322,33.5,55,Bart Simpson
queen (not princess),59.5,990,37.6,37,Bart Simpson
provincial (not cosmopolitan),59.2,557,30.1,310,Bart Simpson
📉 (not 📈),59.2,267,34.9,146,Bart Simpson
🙅‍♂️ (not 🙋‍♂️),59.1,512,37.5,111,Bart Simpson
literary (not mathematical),58.9,949,24.1,329,Bart Simpson
persistent (not quitter),58.9,1804,35.4,126,Bart Simpson
🥵 (not 🥶),58.8,803,31.3,34,Bart Simpson
egalitarian (not racist),58.6,1548,30.5,103,Bart Simpson
celebrity (not boy/girl-next-door),58.6,591,35.8,39,Bart Simpson
industrial (not domestic),58.2,713,31.5,66,Bart Simpson
unambitious (not driven),58,105,34.2,376,Bart Simpson
🐴 (not 🦄),57.7,910,35.9,138,Bart Simpson
Italian (not Swedish),57.6,769,28.2,47,Bart Simpson
chivalrous (not businesslike),57.5,748,35.1,50,Bart Simpson
cringeworthy (not inspiring),57.3,579,29.9,97,Bart Simpson
scrub (not legit),57.3,276,30.7,191,Bart Simpson
macho (not metrosexual),57.3,515,30,51,Bart Simpson
master (not apprentice),57.1,1150,33.4,163,Bart Simpson
treasure (not trash),57.1,1480,32,147,Bart Simpson
unobservant (not perceptive),56.8,236,31.1,57,Bart Simpson
chortling (not giggling),56.7,1077,33,43,Bart Simpson
wavering (not resolute),56.5,304,31.7,93,Bart Simpson
extravagant (not thrifty),56.5,756,34.1,53,Bart Simpson
hipster (not basic),56.4,558,29.6,401,Bart Simpson
decorative (not utilitarian),56.3,503,32.6,78,Bart Simpson
💩 (not 🌟),55.5,384,35.1,108,Bart Simpson
factual (not poetic),55.4,994,30.4,58,Bart Simpson
goth (not flower child),55.4,591,30.6,45,Bart Simpson
reactive (not proactive),55.4,857,35.7,37,Bart Simpson
mighty (not puny),55.3,1320,27.6,402,Bart Simpson
🦇 (not 🐿),55.3,680,36.5,97,Bart Simpson
dispassionate (not romantic),55.2,442,34,51,Bart Simpson
beautiful (not ugly),55.1,1547,26.7,109,Bart Simpson
warm (not cold),55,989,26.7,351,Bart Simpson
specialist (not generalist),55,1112,32.2,70,Bart Simpson
pensive (not serene),54.8,1533,30.6,38,Bart Simpson
punchable (not loveable),54.7,583,26.5,50,Bart Simpson
two-faced (not one-faced),54.6,593,34.2,77,Bart Simpson
indiscreet (not tactful),54.5,510,35.8,103,Bart Simpson
emotional (not unemotional),54.2,1365,29.6,45,Bart Simpson
neurotypical (not autistic),54.1,1502,29.3,375,Bart Simpson
protagonist (not antagonist),54,1417,35.2,64,Bart Simpson
air (not earth),53.9,470,35.5,48,Bart Simpson
plastic (not wooden),53.9,362,33.6,48,Bart Simpson
hypochondriac (not stoic),53.3,640,31.4,25,Bart Simpson
anxious (not calm),53.2,1134,31.1,431,Bart Simpson
🤫 (not 🤔),53.2,584,39,111,Bart Simpson
transient (not permanent),53.1,677,34,160,Bart Simpson
judgemental (not accepting),53,958,30.7,243,Bart Simpson
clumsy (not coordinated),52.9,592,31.5,425,Bart Simpson
ranged (not melee),52.7,1130,33.1,50,Bart Simpson
🧙 (not 👨‍🚀),52.6,961,33.8,182,Bart Simpson
authoritarian (not democratic),52.5,808,35.8,355,Bart Simpson
simple (not complicated),52.5,488,32.8,386,Bart Simpson
high-tech (not low-tech),52.3,948,30,330,Bart Simpson
💔 (not 💝),52.1,863,33.6,200,Bart Simpson
long-winded (not concise),52.1,851,31,38,Bart Simpson
'left-brained' (not 'right-brained'),52,829,34.9,299,Bart Simpson
💀 (not 🎃),52,998,35.1,51,Bart Simpson
flimsy (not sturdy),51.6,544,31.8,55,Bart Simpson
slugabed (not go-getter),51.5,222,36.4,116,Bart Simpson
varied (not repetitive),51.4,684,31.5,149,Bart Simpson
repulsive (not attractive),51,450,25.5,401,Bart Simpson
mad (not glad),51,1123,32.1,104,Bart Simpson
lighthearted (not intense),51,604,36.2,74,Bart Simpson
🤠 (not 🤑),50.9,1235,36.5,118,Bart Simpson
pretentious (not unassuming),50.2,1164,33.4,121,Bart Simpson
mainstream (not arcane),50.3,816,33.5,373,Bart Simpson
soulful (not soulless),50.7,1523,34.3,87,Bart Simpson
asexual (not sexual),50.3,618,32.2,57,Bart Simpson
family-first (not work-first),93.6,11,9.2,454,Marge Simpson
loyal (not traitorous),92.5,119,11.1,424,Marge Simpson
kind (not cruel),92.3,69,8.9,395,Marge Simpson
diligent (not lazy),90,299,11.5,417,Marge Simpson
nurturing (not poisonous),88.6,65,16.4,144,Marge Simpson
🌟 (not 💩),88.5,132,14.7,135,Marge Simpson
love-focused (not money-focused),88.4,163,16.4,44,Marge Simpson
civilized (not barbaric),88.2,121,12.3,411,Marge Simpson
respectful (not rude),88,84,13.2,425,Marge Simpson
devoted (not unfaithful),87.6,303,17.9,46,Marge Simpson
feminine (not masculine),87.5,162,14.4,457,Marge Simpson
warm (not cold),87.5,88,14.6,411,Marge Simpson
pronatalist (not child free),87.3,6,16.7,356,Marge Simpson
treasure (not trash),87.1,181,16.7,141,Marge Simpson
empath (not psychopath),87,85,18.1,62,Marge Simpson
gendered (not androgynous),86.8,177,18.6,142,Marge Simpson
human (not animalistic),86.7,107,15,363,Marge Simpson
neat (not messy),86.7,135,16.4,305,Marge Simpson
giving (not receiving),86.7,71,18.7,55,Marge Simpson
soulful (not soulless),86.5,230,14,87,Marge Simpson
healthy (not sickly),86.4,106,13.7,388,Marge Simpson
domestic (not industrial),86.2,9,18.6,78,Marge Simpson
beautiful (not ugly),85.9,485,14.5,101,Marge Simpson
resourceful (not helpless),85.3,357,19.1,93,Marge Simpson
persistent (not quitter),85.3,705,16.5,147,Marge Simpson
